episode,step,robot_x,robot_y,battery,nearest_waste_x,nearest_waste_y,distance,progress,action,reward,done,description
0,56,29,62,72.5,16,50,17.69180601295413,20.0,3,-0.5,False,"Episode 0 langkah 56: Robot di (29,62), baterai 72.5%, sampah terdekat di (16,50) jarak 17.69, progress 20.0%. Aksi: Barat, reward: -0.50, selesai: Tidak."
0,57,28,62,72.0,16,50,16.97056274847714,20.0,0,-0.5,False,"Episode 0 langkah 57: Robot di (28,62), baterai 72.0%, sampah terdekat di (16,50) jarak 16.97, progress 20.0%. Aksi: Utara, reward: -0.50, selesai: Tidak."
0,58,28,61,71.5,16,50,16.278820596099706,20.0,3,-0.5,False,"Episode 0 langkah 58: Robot di (28,61), baterai 71.5%, sampah terdekat di (16,50) jarak 16.28, progress 20.0%. Aksi: Barat, reward: -0.50, selesai: Tidak."
0,59,27,61,71.0,16,50,15.556349186104045,20.0,0,-0.5,False,"Episode 0 langkah 59: Robot di (27,61), baterai 71.0%, sampah terdekat di (16,50) jarak 15.56, progress 20.0%. Aksi: Utara, reward: -0.50, selesai: Tidak."
0,60,27,60,70.5,16,50,14.866068747318506,20.0,3,-0.5,False,"Episode 0 langkah 60: Robot di (27,60), baterai 70.5%, sampah terdekat di (16,50) jarak 14.87, progress 20.0%. Aksi: Barat, reward: -0.50, selesai: Tidak."
0,61,26,60,70.0,16,50,14.142135623730951,20.0,0,-0.5,False,"Episode 0 langkah 61: Robot di (26,60), baterai 70.0%, sampah terdekat di (16,50) jarak 14.14, progress 20.0%. Aksi: Utara, reward: -0.50, selesai: Tidak."
0,62,26,59,69.5,16,50,13.45362404707371,20.0,3,-0.5,False,"Episode 0 langkah 62: Robot di (26,59), baterai 69.5%, sampah terdekat di (16,50) jarak 13.45, progress 20.0%. Aksi: Barat, reward: -0.50, selesai: Tidak."
0,63,25,59,69.0,16,50,12.727922061357855,20.0,0,-0.5,False,"Episode 0 langkah 63: Robot di (25,59), baterai 69.0%, sampah terdekat di (16,50) jarak 12.73, progress 20.0%. Aksi: Utara, reward: -0.50, selesai: Tidak."
0,64,25,58,68.5,16,50,12.041594578792296,20.0,3,-0.5,False,"Episode 0 langkah 64: Robot di (25,58), baterai 68.5%, sampah terdekat di (16,50) jarak 12.04, progress 20.0%. Aksi: Barat, reward: -0.50, selesai: Tidak."
0,65,24,58,68.0,16,50,11.313708498984761,20.0,0,-0.5,False,"Episode 0 langkah 65: Robot di (24,58), baterai 68.0%, sampah terdekat di (16,50) jarak 11.31, progress 20.0%. Aksi: Utara, reward: -0.50, selesai: Tidak."
0,66,24,57,67.5,16,50,10.63014581273465,20.0,3,-0.5,False,"Episode 0 langkah 66: Robot di (24,57), baterai 67.5%, sampah terdekat di (16,50) jarak 10.63, progress 20.0%. Aksi: Barat, reward: -0.50, selesai: Tidak."
0,67,23,57,67.0,16,50,9.899494936611665,20.0,0,-0.5,False,"Episode 0 langkah 67: Robot di (23,57), baterai 67.0%, sampah terdekat di (16,50) jarak 9.90, progress 20.0%. Aksi: Utara, reward: -0.50, selesai: Tidak."
0,68,23,56,66.5,16,50,9.219544457292887,20.0,3,-0.5,False,"Episode 0 langkah 68: Robot di (23,56), baterai 66.5%, sampah terdekat di (16,50) jarak 9.22, progress 20.0%. Aksi: Barat, reward: -0.50, selesai: Tidak."
0,69,22,56,66.0,16,50,8.48528137423857,20.0,0,-0.5,False,"Episode 0 langkah 69: Robot di (22,56), baterai 66.0%, sampah terdekat di (16,50) jarak 8.49, progress 20.0%. Aksi: Utara, reward: -0.50, selesai: Tidak."
0,70,22,55,65.5,16,50,7.810249675906654,20.0,3,-0.5,False,"Episode 0 langkah 70: Robot di (22,55), baterai 65.5%, sampah terdekat di (16,50) jarak 7.81, progress 20.0%. Aksi: Barat, reward: -0.50, selesai: Tidak."
0,71,21,55,65.0,16,50,7.0710678118654755,20.0,0,-0.5,False,"Episode 0 langkah 71: Robot di (21,55), baterai 65.0%, sampah terdekat di (16,50) jarak 7.07, progress 20.0%. Aksi: Utara, reward: -0.50, selesai: Tidak."
0,72,21,54,64.5,16,50,6.4031242374328485,20.0,3,-0.5,False,"Episode 0 langkah 72: Robot di (21,54), baterai 64.5%, sampah terdekat di (16,50) jarak 6.40, progress 20.0%. Aksi: Barat, reward: -0.50, selesai: Tidak."
0,73,20,54,64.0,16,50,5.656854249492381,20.0,0,-0.5,False,"Episode 0 langkah 73: Robot di (20,54), baterai 64.0%, sampah terdekat di (16,50) jarak 5.66, progress 20.0%. Aksi: Utara, reward: -0.50, selesai: Tidak."
0,74,20,53,63.5,16,50,5.0,20.0,3,1.5,False,"Episode 0 langkah 74: Robot di (20,53), baterai 63.5%, sampah terdekat di (16,50) jarak 5.00, progress 20.0%. Aksi: Barat, reward: 1.50, selesai: Tidak."
0,75,19,53,63.0,16,50,4.242640687119285,20.0,0,1.5,False,"Episode 0 langkah 75: Robot di (19,53), baterai 63.0%, sampah terdekat di (16,50) jarak 4.24, progress 20.0%. Aksi: Utara, reward: 1.50, selesai: Tidak."
0,76,19,52,62.5,16,50,3.605551275463989,20.0,3,1.5,False,"Episode 0 langkah 76: Robot di (19,52), baterai 62.5%, sampah terdekat di (16,50) jarak 3.61, progress 20.0%. Aksi: Barat, reward: 1.50, selesai: Tidak."
0,77,18,52,62.0,16,50,2.8284271247461903,20.0,0,1.5,False,"Episode 0 langkah 77: Robot di (18,52), baterai 62.0%, sampah terdekat di (16,50) jarak 2.83, progress 20.0%. Aksi: Utara, reward: 1.50, selesai: Tidak."
0,78,18,51,61.5,16,50,2.23606797749979,20.0,3,1.5,False,"Episode 0 langkah 78: Robot di (18,51), baterai 61.5%, sampah terdekat di (16,50) jarak 2.24, progress 20.0%. Aksi: Barat, reward: 1.50, selesai: Tidak."
0,79,17,51,61.0,16,50,1.4142135623730951,20.0,4,9.5,False,"Episode 0 langkah 79: Robot di (17,51), baterai 61.0%, sampah terdekat di (16,50) jarak 1.41, progress 20.0%. Aksi: Kumpulkan, reward: 9.50, selesai: Tidak."
0,80,17,51,60.5,53,14,51.62363799656123,30.0,0,-0.5,False,"Episode 0 langkah 80: Robot di (17,51), baterai 60.5%, sampah terdekat di (53,14) jarak 51.62, progress 30.0%. Aksi: Utara, reward: -0.50, selesai: Tidak."
0,81,17,50,60.0,53,14,50.91168824543142,30.0,0,-0.5,False,"Episode 0 langkah 81: Robot di (17,50), baterai 60.0%, sampah terdekat di (53,14) jarak 50.91, progress 30.0%. Aksi: Utara, reward: -0.50, selesai: Tidak."
0,82,17,49,59.5,53,14,50.20956084253277,30.0,2,-0.5,False,"Episode 0 langkah 82: Robot di (17,49), baterai 59.5%, sampah terdekat di (53,14) jarak 50.21, progress 30.0%. Aksi: Timur, reward: -0.50, selesai: Tidak."
0,83,18,49,59.0,53,14,49.49747468305833,30.0,0,-0.5,False,"Episode 0 langkah 83: Robot di (18,49), baterai 59.0%, sampah terdekat di (53,14) jarak 49.50, progress 30.0%. Aksi: Utara, reward: -0.50, selesai: Tidak."
0,84,18,48,58.5,53,14,48.79549159502341,30.0,2,-0.5,False,"Episode 0 langkah 84: Robot di (18,48), baterai 58.5%, sampah terdekat di (53,14) jarak 48.80, progress 30.0%. Aksi: Timur, reward: -0.50, selesai: Tidak."
0,85,19,48,58.0,53,14,48.08326112068523,30.0,0,-0.5,False,"Episode 0 langkah 85: Robot di (19,48), baterai 58.0%, sampah terdekat di (53,14) jarak 48.08, progress 30.0%. Aksi: Utara, reward: -0.50, selesai: Tidak."
0,86,19,47,57.5,53,14,47.38143096192854,30.0,2,-0.5,False,"Episode 0 langkah 86: Robot di (19,47), baterai 57.5%, sampah terdekat di (53,14) jarak 47.38, progress 30.0%. Aksi: Timur, reward: -0.50, selesai: Tidak."
0,87,20,47,57.0,53,14,46.66904755831214,30.0,0,-0.5,False,"Episode 0 langkah 87: Robot di (20,47), baterai 57.0%, sampah terdekat di (53,14) jarak 46.67, progress 30.0%. Aksi: Utara, reward: -0.50, selesai: Tidak."
0,88,20,46,56.5,53,14,45.967379738244816,30.0,2,-0.5,False,"Episode 0 langkah 88: Robot di (20,46), baterai 56.5%, sampah terdekat di (53,14) jarak 45.97, progress 30.0%. Aksi: Timur, reward: -0.50, selesai: Tidak."
0,89,21,46,56.0,53,14,45.254833995939045,30.0,0,-0.5,False,"Episode 0 langkah 89: Robot di (21,46), baterai 56.0%, sampah terdekat di (53,14) jarak 45.25, progress 30.0%. Aksi: Utara, reward: -0.50, selesai: Tidak."
0,90,21,45,55.5,53,14,44.553338819890925,30.0,2,-0.5,False,"Episode 0 langkah 90: Robot di (21,45), baterai 55.5%, sampah terdekat di (53,14) jarak 44.55, progress 30.0%. Aksi: Timur, reward: -0.50, selesai: Tidak."
0,91,22,45,55.0,53,14,43.840620433565945,30.0,0,-0.5,False,"Episode 0 langkah 91: Robot di (22,45), baterai 55.0%, sampah terdekat di (53,14) jarak 43.84, progress 30.0%. Aksi: Utara, reward: -0.50, selesai: Tidak."
0,92,22,44,54.5,53,14,43.139309220245984,30.0,2,-0.5,False,"Episode 0 langkah 92: Robot di (22,44), baterai 54.5%, sampah terdekat di (53,14) jarak 43.14, progress 30.0%. Aksi: Timur, reward: -0.50, selesai: Tidak."
0,93,23,44,54.0,53,14,42.42640687119285,30.0,0,-0.5,False,"Episode 0 langkah 93: Robot di (23,44), baterai 54.0%, sampah terdekat di (53,14) jarak 42.43, progress 30.0%. Aksi: Utara, reward: -0.50, selesai: Tidak."
0,94,23,43,53.5,53,14,41.72529209005013,30.0,2,-0.5,False,"Episode 0 langkah 94: Robot di (23,43), baterai 53.5%, sampah terdekat di (53,14) jarak 41.73, progress 30.0%. Aksi: Timur, reward: -0.50, selesai: Tidak."
0,95,24,43,53.0,53,14,41.012193308819754,30.0,0,-0.5,False,"Episode 0 langkah 95: Robot di (24,43), baterai 53.0%, sampah terdekat di (53,14) jarak 41.01, progress 30.0%. Aksi: Utara, reward: -0.50, selesai: Tidak."
0,96,24,42,52.5,53,14,40.311288741492746,30.0,2,-0.5,False,"Episode 0 langkah 96: Robot di (24,42), baterai 52.5%, sampah terdekat di (53,14) jarak 40.31, progress 30.0%. Aksi: Timur, reward: -0.50, selesai: Tidak."
0,97,25,42,52.0,53,14,39.59797974644666,30.0,0,-0.5,False,"Episode 0 langkah 97: Robot di (25,42), baterai 52.0%, sampah terdekat di (53,14) jarak 39.60, progress 30.0%. Aksi: Utara, reward: -0.50, selesai: Tidak."
0,98,25,41,51.5,53,14,38.897300677553446,30.0,2,-0.5,False,"Episode 0 langkah 98: Robot di (25,41), baterai 51.5%, sampah terdekat di (53,14) jarak 38.90, progress 30.0%. Aksi: Timur, reward: -0.50, selesai: Tidak."
0,99,26,41,51.0,53,14,38.18376618407357,30.0,0,-0.5,False,"Episode 0 langkah 99: Robot di (26,41), baterai 51.0%, sampah terdekat di (53,14) jarak 38.18, progress 30.0%. Aksi: Utara, reward: -0.50, selesai: Tidak."
0,100,26,40,50.5,53,14,37.48332962798263,30.0,2,-0.5,False,"Episode 0 langkah 100: Robot di (26,40), baterai 50.5%, sampah terdekat di (53,14) jarak 37.48, progress 30.0%. Aksi: Timur, reward: -0.50, selesai: Tidak."
0,101,27,40,50.0,53,14,36.76955262170047,30.0,0,-0.5,False,"Episode 0 langkah 101: Robot di (27,40), baterai 50.0%, sampah terdekat di (53,14) jarak 36.77, progress 30.0%. Aksi: Utara, reward: -0.50, selesai: Tidak."
0,102,27,39,49.5,53,14,36.069377593742864,30.0,2,-0.5,False,"Episode 0 langkah 102: Robot di (27,39), baterai 49.5%, sampah terdekat di (53,14) jarak 36.07, progress 30.0%. Aksi: Timur, reward: -0.50, selesai: Tidak."
0,103,28,39,49.0,53,14,35.35533905932738,30.0,0,-0.5,False,"Episode 0 langkah 103: Robot di (28,39), baterai 49.0%, sampah terdekat di (53,14) jarak 35.36, progress 30.0%. Aksi: Utara, reward: -0.50, selesai: Tidak."
0,104,28,38,48.5,53,14,34.655446902326915,30.0,2,-0.5,False,"Episode 0 langkah 104: Robot di (28,38), baterai 48.5%, sampah terdekat di (53,14) jarak 34.66, progress 30.0%. Aksi: Timur, reward: -0.50, selesai: Tidak."
0,105,29,38,48.0,53,14,33.94112549695428,30.0,0,-0.5,False,"Episode 0 langkah 105: Robot di (29,38), baterai 48.0%, sampah terdekat di (53,14) jarak 33.94, progress 30.0%. Aksi: Utara, reward: -0.50, selesai: Tidak."
0,106,29,37,47.5,53,14,33.24154027718932,30.0,2,-0.5,False,"Episode 0 langkah 106: Robot di (29,37), baterai 47.5%, sampah terdekat di (53,14) jarak 33.24, progress 30.0%. Aksi: Timur, reward: -0.50, selesai: Tidak."
0,107,30,37,47.0,53,14,32.526911934581186,30.0,0,-0.5,False,"Episode 0 langkah 107: Robot di (30,37), baterai 47.0%, sampah terdekat di (53,14) jarak 32.53, progress 30.0%. Aksi: Utara, reward: -0.50, selesai: Tidak."
0,108,30,36,46.5,53,14,31.827660925679098,30.0,2,-0.5,False,"Episode 0 langkah 108: Robot di (30,36), baterai 46.5%, sampah terdekat di (53,14) jarak 31.83, progress 30.0%. Aksi: Timur, reward: -0.50, selesai: Tidak."
0,109,31,36,46.0,53,14,31.11269837220809,30.0,0,-0.5,False,"Episode 0 langkah 109: Robot di (31,36), baterai 46.0%, sampah terdekat di (53,14) jarak 31.11, progress 30.0%. Aksi: Utara, reward: -0.50, selesai: Tidak."
0,110,31,35,45.5,53,14,30.4138126514911,30.0,2,-0.5,False,"Episode 0 langkah 110: Robot di (31,35), baterai 45.5%, sampah terdekat di (53,14) jarak 30.41, progress 30.0%. Aksi: Timur, reward: -0.50, selesai: Tidak."
0,111,32,35,45.0,53,14,29.698484809834994,30.0,0,-0.5,False,"Episode 0 langkah 111: Robot di (32,35), baterai 45.0%, sampah terdekat di (53,14) jarak 29.70, progress 30.0%. Aksi: Utara, reward: -0.50, selesai: Tidak."
0,112,32,34,44.5,53,14,29.0,30.0,2,-0.5,False,"Episode 0 langkah 112: Robot di (32,34), baterai 44.5%, sampah terdekat di (53,14) jarak 29.00, progress 30.0%. Aksi: Timur, reward: -0.50, selesai: Tidak."
